2026-06-23 12:30:36.338 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 12:30:36.843 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 12:30:36.892 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 12:30:37.648 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 12:30:38.669 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 12:30:40.615 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 12:30:42.394 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 12:30:44.300 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 12:30:46.417 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 12:30:48.192 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 12:30:50.240 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:31:11.416 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:31:11.432 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:31:11.434 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:31:11.436 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:31:43.264 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:00.913 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:01.547 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:01.596 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:01.934 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:02.353 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:03.083 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:03.807 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:04.615 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:05.459 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:06.208 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:06.941 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:13.810 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:13.819 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:14.036 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:14.086 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:17.510 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:19.778 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:38.624 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:38.643 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:38.673 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:58.013 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:58.023 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:32:58.055 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:33:00.292 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:33:00.307 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:33:00.331 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:33:01.682 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:33:01.712 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:33:01.757 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:33:15.761 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:33:24.430 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:33:24.432 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:33:24.525 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:33:24.617 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:33:32.285 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:33:32.290 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:33:34.620 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:33:34.646 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:33:36.407 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:33:38.937 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:33:38.985 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:44:38.642 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:44:39.504 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:44:41.582 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:44:43.373 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:44:45.088 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:44:47.078 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:44:49.025 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 14:44:50.784 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-23 15:58:43.167 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:34:37.013 | INFO     | main:lifespan:74 - MongoDB connected successfully
2026-06-24 11:34:41.506 | INFO     | main:lifespan:98 - RealtimeStockoutPredictor initialized successfully, model_version=unknown
2026-06-24 11:34:44.315 | INFO     | app.db.indexes:create_all_indexes:214 - All MongoDB indexes created successfully
2026-06-24 11:34:44.388 | INFO     | main:lifespan:107 - MongoDB indexes initialized successfully
2026-06-24 11:34:46.146 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:34:46.222 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:35:19.238 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:35:33.831 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:36:00.100 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:36:31.631 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:36:32.258 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:36:32.330 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:36:32.688 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:36:33.073 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:36:33.800 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:36:34.598 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:36:35.328 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:36:36.064 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:36:36.794 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:36:37.531 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:39:02.436 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:39:02.438 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:39:02.685 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:39:02.739 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:39:04.496 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:39:05.989 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:40:32.731 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:40:32.738 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:40:32.763 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:40:34.258 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:40:34.268 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:40:34.297 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:41:00.079 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:41:00.115 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:41:00.117 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:41:11.439 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:41:31.083 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:41:31.128 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:50:21.965 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:50:22.000 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:54:47.677 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:54:47.723 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:54:47.850 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:54:48.437 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:54:49.115 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:54:49.805 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:54:50.502 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:54:51.200 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:54:51.870 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:54:52.551 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:55:00.132 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:55:00.150 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:55:00.163 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:55:00.191 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:55:00.624 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:55:00.634 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:55:00.635 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:55:00.662 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:55:01.680 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:55:02.114 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:55:03.949 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
2026-06-24 11:55:05.075 | INFO     | app.middleware.logging_middleware:dispatch:59 - request_completed
