ds,yhat,yhat_lower,yhat_upper
2022-08-22,43.40837462719668,37.401597459875106,49.411689170102065
2022-08-23,44.1738725240953,37.991734033464105,50.007849247326284
2022-08-24,43.689731803174666,37.416336704944484,49.51352901484322
2022-08-25,44.132194988101155,37.902806905083835,50.184085064802346
2022-08-26,44.30285558568399,38.018422778863055,50.68436242030131
2022-08-29,43.903360458232484,37.958892134077814,50.439304556846
2022-08-30,44.64347091048497,38.374455473235436,50.961917841783404
2022-08-31,44.12669163327903,38.00707622853039,50.302512939443105
2022-09-01,44.53015317553916,38.37064491195774,50.95596174909531
2022-09-02,44.656442993242365,38.13503248400436,51.1790580067811
2022-09-05,44.10280965424301,37.369952025806086,50.71411896574844
2022-09-06,44.788457528532376,38.42602712132307,50.945724288372276
2022-09-07,44.217646891751166,38.1960326351335,50.74121639684315
2022-09-08,44.56864283366326,38.4701341652308,50.89122474153558
2022-09-09,44.6451051339049,38.03235725574806,50.931233931364474
2022-09-12,43.96698642376551,37.7423339936053,50.41117010121776
2022-09-13,44.62192270863077,37.90595638981849,51.7380423305709
2022-09-14,44.02666161026214,37.452199821905744,50.37722199768646
2022-09-15,44.35975704872449,38.1961161771291,50.65708178036767
2022-09-16,44.42499673025718,38.307660925431556,50.493647728576725
2022-09-19,43.752189657488785,37.24351161561425,49.84329133596532
2022-09-20,44.420786987502375,38.11477267948788,50.74492695880885
2022-09-21,43.844250540324005,37.97436041870757,50.25941171115992
2022-09-22,44.20043879505911,38.076076449268285,50.849428421619066
2022-09-23,44.29235845267718,37.906824533096035,50.746729442068826
2022-09-26,43.71245453297261,37.182864063020034,49.906213184351486
2022-09-27,44.413288403765584,37.94221256955214,50.905930714629
2022-09-28,43.8681226498676,37.65122728261045,50.51533475607073
2022-09-29,44.25396443140309,38.26734799029487,50.681559520978965
2022-09-30,44.373028147660484,38.06910367476649,50.390383043294584
2022-10-03,43.85279106108184,37.6175522275987,49.83084286989389
2022-10-04,44.564514497863996,38.510307231882436,50.877044826518265
2022-10-05,44.02514341169406,37.816262593194224,50.02366352787231
2022-10-06,44.411504616363345,38.06232078559061,50.978569537713526
2022-10-07,44.52575175582845,38.09404747478785,50.80328965740618
2022-10-10,43.96016615534349,37.785704549181524,50.57074451838031
2022-10-11,44.647375535119274,38.10985551642614,51.12376980997141
2022-10-12,44.07947448544087,38.23872128978166,50.57227897546478
2022-10-13,44.433814838640245,37.8097436631504,50.58776730519625
2022-10-14,44.51313375420882,38.09554329749711,50.92377333714531
2022-10-17,43.83173632502751,37.24601054913488,50.12068004262942
2022-10-18,44.47890035844283,38.29938220254513,50.70351492199793
2022-10-19,43.87134610397536,37.28480524317154,50.146157737937294
2022-10-20,44.18707442287725,37.58251605319461,50.232956796750564
2022-10-21,44.22943425169187,38.22997149912304,50.24442300031177
2022-10-24,43.45252421248348,37.06869004332094,49.83495054851269
2022-10-25,44.07451866706211,37.93844963642225,50.27694196420102
2022-10-26,43.44575657224468,37.007277849788956,50.45112097217802
2022-10-27,43.74451316646557,37.274820016849276,50.018775351758435
2022-10-28,43.77435239258754,37.01532869711979,50.23081853348983
2022-10-31,42.98780962346381,36.76471101581342,48.872448795091046
2022-11-01,43.616019886080664,37.43809904950255,50.35300336288395
2022-11-02,42.998112591691225,37.39846745442374,49.18481043823647
2022-11-03,43.312247048424524,37.2659272253272,49.65606458848985
2022-11-04,43.36182955513814,37.36414236396909,49.53335923563117
2022-11-07,42.65858941159374,36.75859817982336,48.49371792243955
2022-11-08,43.32172816096077,36.95525684361946,49.60838221749221
2022-11-09,42.74182998019915,36.336506183742756,48.64210230235631
2022-11-10,43.096718174450054,36.631591860177956,49.59546426967313
2022-11-11,43.18944136776095,36.64606244870762,49.770898407853316
2022-11-14,42.62606735762388,36.85893306218966,48.40342716303477
2022-11-15,43.33792320646393,37.24927432430452,49.93843224264364
2022-11-16,42.807052926553816,36.549864157417346,48.89815537379791
2022-11-17,43.21081417958163,36.732708164661545,49.739373815216744
2022-11-18,43.35177661910416,37.518842234977804,50.00033702828002
2022-11-21,42.92438468356822,36.619852747739195,49.640957542639306
2022-11-22,43.67698993438413,37.49533971784902,49.65061573858243
2022-11-23,43.183752882026106,37.192010588304264,49.60716743150923
2022-11-24,43.62155072384828,37.561918727816966,49.8350044946334
2022-11-25,43.79249288939566,37.79684635711606,49.633633107821616
2022-11-28,43.42656668154901,37.30972409432333,49.90248317552793
2022-11-29,44.18900736073639,37.58713050131037,50.279669056343636
2022-11-30,43.699835657505105,37.46255381886005,50.397267827328584
2022-12-01,44.13576239356369,37.49985867028549,50.50841900401814
2022-12-02,44.29880754154205,37.809585596429834,50.75523923476522
2022-12-05,43.873368786886886,38.06092066572291,50.31906483051847
2022-12-06,44.60462723980696,38.4224072609376,51.072096358387135
2022-12-07,44.079123550079885,37.575144319945906,50.52282488085239
2022-12-08,44.47401998556601,37.895263366341574,51.022797682651785
2022-12-09,44.59187496933613,38.410040092821234,51.00163054462355
2022-12-12,44.012495784071746,38.29552922130396,50.53535542896331
2022-12-13,44.68880012955287,38.45428807519467,50.489132654181944
2022-12-14,44.10788745356377,37.99141793527193,50.228652884064545
2022-12-15,44.44777905410666,37.5381013626833,50.8019193655189
2022-12-16,44.511896684108066,38.419859839273286,51.02517682413764
